mouse,session,trial,result
Mouse3,4,27,1
Mouse3,4,30,1
Mouse3,4,32,1
Mouse3,4,33,1
Mouse3,4,35,1
Mouse3,4,36,1
Mouse3,4,38,1
Mouse3,4,41,1
Mouse3,4,42,1
Mouse3,4,44,0
Mouse3,4,46,0
Mouse3,4,47,1
Mouse3,4,50,0
Mouse3,4,51,1
Mouse3,4,53,0
Mouse3,4,56,0
Mouse3,4,58,1
Mouse3,4,59,1
Mouse3,4,62,0
Mouse3,4,64,1
Mouse3,4,65,0
Mouse3,4,67,1
Mouse3,4,68,1
Mouse3,4,71,1
Mouse3,4,72,1
Mouse3,4,75,0
Mouse3,4,77,1
Mouse3,4,78,0
Mouse3,4,80,1
Mouse3,4,81,0
Mouse3,4,84,0
Mouse3,4,87,1
Mouse3,4,89,1
Mouse3,4,90,0
Mouse3,4,92,1
Mouse3,4,94,0
Mouse3,4,95,1
Mouse3,5,1,0
Mouse3,5,3,1
Mouse3,5,6,0
Mouse3,5,7,0
Mouse3,5,10,0
Mouse3,5,13,1
Mouse3,5,15,1
Mouse3,5,17,0
Mouse3,5,19,1
Mouse3,5,20,1
Mouse3,5,22,1
Mouse3,5,24,1
Mouse3,5,25,0
Mouse3,5,27,1
Mouse3,5,28,0
Mouse3,5,31,0
Mouse3,5,33,1
Mouse3,5,34,0
Mouse3,5,37,0
Mouse3,5,39,1
Mouse3,5,40,1
Mouse3,5,42,1
Mouse3,5,43,1
Mouse3,5,46,0
Mouse3,5,47,1
Mouse3,5,50,1
Mouse3,5,51,1
Mouse3,5,54,0
Mouse3,5,55,0
Mouse3,5,57,1
Mouse3,5,60,1
Mouse3,5,61,0
Mouse3,5,64,1
Mouse3,5,67,0
Mouse3,5,69,0
Mouse3,5,70,0
Mouse3,5,73,1
Mouse3,5,74,1
Mouse3,5,76,0
Mouse3,5,77,1
Mouse3,5,80,0
Mouse3,5,83,0
Mouse3,5,84,0
Mouse3,5,87,0
Mouse3,5,88,0
Mouse3,6,1,1
Mouse3,6,3,1
Mouse3,6,6,0
Mouse3,6,9,0
Mouse3,6,10,1
Mouse3,6,13,0
Mouse3,6,16,0
Mouse3,6,18,0
Mouse3,6,20,1
Mouse3,6,21,0
Mouse3,6,24,1
Mouse3,6,25,0
Mouse3,6,28,0
Mouse3,6,29,1
Mouse3,6,32,1
Mouse3,6,33,1
Mouse3,6,35,0
Mouse3,6,36,1
Mouse3,6,39,1
Mouse3,6,41,1
Mouse3,6,42,1
Mouse3,6,44,0
Mouse3,6,47,1
Mouse3,6,48,0
Mouse3,6,51,0
Mouse3,6,54,1
Mouse3,6,56,1
Mouse3,6,57,1
Mouse3,6,60,1
Mouse3,6,61,1
Mouse3,6,63,1
Mouse3,8,3,0
Mouse3,8,5,1
Mouse3,8,6,1
Mouse3,8,8,0
Mouse3,8,9,0
Mouse3,8,12,1
Mouse3,8,15,0
Mouse3,8,17,1
Mouse3,8,18,0
Mouse3,8,21,1
Mouse3,8,22,1
Mouse3,8,24,1
Mouse3,8,25,1
Mouse3,8,27,0
Mouse3,8,29,0
Mouse3,8,31,1
Mouse3,8,33,0
Mouse3,8,34,0
Mouse3,8,37,1
Mouse3,8,38,0
Mouse3,8,40,0
Mouse3,8,41,0
Mouse3,8,44,1
Mouse3,8,45,1
Mouse3,8,47,1
Mouse3,8,50,1
Mouse3,8,51,0
Mouse3,8,53,0
Mouse3,8,54,0
Mouse3,8,56,0
Mouse3,8,59,0
Mouse3,8,60,1
Mouse3,8,62,1
Mouse3,8,63,0
Mouse3,8,66,0
Mouse3,8,67,1
Mouse3,8,69,1
Mouse3,8,70,0
Mouse3,8,73,0
Mouse3,8,74,0
Mouse3,8,77,0
Mouse3,8,79,1
Mouse3,8,80,1
Mouse3,8,82,1
Mouse3,8,85,1
Mouse3,8,87,1
Mouse3,8,88,1
Mouse3,8,90,1
Mouse3,8,92,1
Mouse3,8,93,1
Mouse3,8,96,1
Mouse3,8,97,1
Mouse3,8,100,0
Mouse3,8,101,1
Mouse3,8,104,0
Mouse3,8,107,0
Mouse3,8,108,0
Mouse3,8,110,1
Mouse3,8,111,1
Mouse3,8,113,1
Mouse3,8,116,0
Mouse3,8,119,0
Mouse3,8,121,0
Mouse4,1,2,1
Mouse4,1,3,1
Mouse4,1,5,1
Mouse4,1,7,1
Mouse4,1,10,1
Mouse4,1,11,1
Mouse4,1,13,1
Mouse4,1,14,1
Mouse4,1,17,1
Mouse4,1,20,1
Mouse4,1,21,0
Mouse4,1,23,1
Mouse4,1,25,0
Mouse4,1,26,1
Mouse4,1,29,1
Mouse4,1,31,1
Mouse4,1,32,1
Mouse4,1,34,1
Mouse4,1,37,1
Mouse4,1,38,1
Mouse4,1,41,1
Mouse4,1,43,1
Mouse4,1,45,1
Mouse4,1,46,1
Mouse4,1,49,1
Mouse4,1,52,0
Mouse4,1,54,1
Mouse4,1,55,1
Mouse4,1,57,1
Mouse4,1,58,1
Mouse4,1,60,1
Mouse4,1,62,1
Mouse4,1,64,1
Mouse4,1,66,0
Mouse4,1,69,1
Mouse4,1,72,1
Mouse4,1,75,1
Mouse4,1,76,1
Mouse4,1,78,1
Mouse4,1,80,1
Mouse4,1,81,1
Mouse4,1,84,0
Mouse4,1,85,1
Mouse4,1,88,0
Mouse4,1,91,1
Mouse4,1,94,1
Mouse4,1,95,1
Mouse4,1,98,1
Mouse4,1,101,1
Mouse4,2,3,1
Mouse4,2,6,0
Mouse4,2,9,0
Mouse4,2,10,1
Mouse4,2,12,1
Mouse4,2,14,1
Mouse4,2,16,0
Mouse4,2,18,1
Mouse4,2,20,1
Mouse4,2,23,1
Mouse4,2,26,1
Mouse4,2,27,1
Mouse4,2,30,0
Mouse4,2,32,0
Mouse4,2,33,1
Mouse4,2,35,1
Mouse4,2,38,1
Mouse4,2,40,1
Mouse4,2,41,0
Mouse4,2,43,1
Mouse4,2,46,1
Mouse4,2,47,1
Mouse4,2,49,1
Mouse4,2,50,1
Mouse4,2,53,1
Mouse4,2,55,1
Mouse4,2,58,1
Mouse4,2,60,1
Mouse4,2,61,1
Mouse4,2,63,1
Mouse4,2,65,0
Mouse4,2,66,1
Mouse4,2,69,1
Mouse4,2,71,1
Mouse4,2,73,1
Mouse4,2,74,1
Mouse4,2,76,1
Mouse4,2,77,1
Mouse4,2,80,1
Mouse4,2,81,1
Mouse4,2,83,1
Mouse4,2,86,1
Mouse4,2,87,1
Mouse4,2,89,1
Mouse4,2,90,1
Mouse4,2,93,1
Mouse4,2,96,1
Mouse4,2,97,1
Mouse4,3,3,1
Mouse4,3,6,1
Mouse4,3,7,1
Mouse4,3,10,0
Mouse4,3,13,1
Mouse4,3,16,0
Mouse4,3,18,1
Mouse4,3,19,1
Mouse4,3,22,1
Mouse4,3,23,0
Mouse4,3,26,1
Mouse4,3,27,1
Mouse4,3,29,1
Mouse4,3,30,1
Mouse4,3,32,0
Mouse4,3,33,1
Mouse4,3,36,1
Mouse4,3,37,1
Mouse4,3,40,1
Mouse4,3,41,1
Mouse4,3,44,0
Mouse4,3,46,1
Mouse4,3,48,1
Mouse4,3,51,1
Mouse4,3,52,1
Mouse4,3,55,1
Mouse4,3,56,1
Mouse4,3,58,1
Mouse4,3,59,0
Mouse4,3,62,1
Mouse4,3,65,1
Mouse4,3,68,1
Mouse4,3,70,1
Mouse4,3,72,0
Mouse4,3,73,1
Mouse4,3,76,1
Mouse4,3,77,1
Mouse4,3,80,1
Mouse4,3,81,0
Mouse4,3,83,1
Mouse4,3,84,0
Mouse4,3,86,1
Mouse4,3,89,0
Mouse4,3,91,1
Mouse4,3,94,1
Mouse4,3,95,0
Mouse4,3,97,1
Mouse4,3,99,1
Mouse4,3,100,1
Mouse4,3,102,1
Mouse4,3,103,1
Mouse4,3,105,1
Mouse4,3,108,1
Mouse4,3,109,1
Mouse4,3,112,0
Mouse4,3,115,1
Mouse4,4,2,1
Mouse4,4,4,0
Mouse4,4,7,1
Mouse4,4,8,1
Mouse4,4,11,1
Mouse4,4,12,1
Mouse4,4,15,1
Mouse4,4,16,1
Mouse4,4,19,1
Mouse4,4,21,1
Mouse4,4,23,0
Mouse4,4,25,1
Mouse4,4,27,1
Mouse4,4,28,1
Mouse4,4,31,1
Mouse4,4,34,1
Mouse4,4,35,0
Mouse4,4,38,1
Mouse4,4,40,0
Mouse4,4,41,0
Mouse4,4,43,1
Mouse4,4,44,1
Mouse4,4,46,1
Mouse4,4,48,1
Mouse4,4,50,0
Mouse4,4,53,1
Mouse4,4,55,1
Mouse4,4,56,1
Mouse4,4,58,1
Mouse4,4,59,1
Mouse4,4,62,1
Mouse4,4,64,1
Mouse4,4,67,0
Mouse4,4,68,1
Mouse4,4,71,1
Mouse4,4,72,1
Mouse4,4,74,1
Mouse4,4,77,1
Mouse4,4,78,1
Mouse4,4,81,1
Mouse4,4,82,1
Mouse4,4,84,1
Mouse4,4,85,1
Mouse4,4,87,1
Mouse4,4,88,1
Mouse4,4,90,1
Mouse4,4,93,1
Mouse4,4,95,1
Mouse4,4,96,0
Mouse4,4,98,1
Mouse4,4,99,1
Mouse4,4,102,1
Mouse4,4,105,1
Mouse4,4,106,1
Mouse4,5,1,0
Mouse4,5,2,1
Mouse4,5,5,1
Mouse4,5,7,0
Mouse4,5,9,1
Mouse4,5,11,0
Mouse4,5,14,1
Mouse4,5,16,1
Mouse4,5,19,0
Mouse4,5,21,1
Mouse4,5,24,0
Mouse4,5,25,1
Mouse4,5,28,1
Mouse4,5,31,1
Mouse4,5,32,1
Mouse4,5,35,1
Mouse4,5,36,1
Mouse4,5,39,1
Mouse4,5,41,1
Mouse4,5,42,1
Mouse4,5,44,0
Mouse4,5,45,0
Mouse4,5,48,1
Mouse4,5,49,0
Mouse4,5,52,1
Mouse4,5,53,0
Mouse4,5,55,1
Mouse4,5,58,0
Mouse4,5,60,1
Mouse4,5,63,1
Mouse4,5,64,1
Mouse4,5,66,1
Mouse4,5,67,1
Mouse4,5,70,1
Mouse4,5,71,1
Mouse4,5,73,1
Mouse4,5,74,1
Mouse4,5,76,1
Mouse4,5,77,1
Mouse4,5,79,1
Mouse4,5,81,0
Mouse4,5,82,0
Mouse4,5,84,0
Mouse4,5,87,1
Mouse4,5,88,1
Mouse4,5,90,0
Mouse4,5,93,1
Mouse4,5,94,0
Mouse4,5,96,1
Mouse4,5,98,0
Mouse4,5,100,0
Mouse4,5,101,0
Mouse4,5,103,1
Mouse4,5,105,1
Mouse4,5,106,1
Mouse4,5,109,0
Mouse4,5,111,0
Mouse4,5,112,1
Mouse4,5,115,0
Mouse4,5,118,1
Mouse4,6,1,0
Mouse4,6,4,1
Mouse4,6,6,1
Mouse4,6,8,1
Mouse4,6,11,1
Mouse4,6,12,1
Mouse4,6,15,0
Mouse4,6,18,0
Mouse4,6,20,1
Mouse4,6,21,0
Mouse4,6,24,1
Mouse4,6,25,0
Mouse4,6,28,1
Mouse4,6,29,1
Mouse4,6,32,0
Mouse4,6,33,1
Mouse4,6,35,1
Mouse4,6,36,1
Mouse4,6,38,1
Mouse4,6,39,0
Mouse4,6,41,1
Mouse4,6,42,1
Mouse4,6,45,0
Mouse4,6,47,1
Mouse4,6,49,1
Mouse4,6,51,1
Mouse4,6,52,1
Mouse4,6,55,0
Mouse4,6,58,1
Mouse4,6,59,1
Mouse4,6,61,1
Mouse4,6,62,1
Mouse4,6,65,1
Mouse4,6,66,1
Mouse4,6,68,1
Mouse4,6,69,0
Mouse4,6,72,1
Mouse4,6,75,1
Mouse4,6,78,0
Mouse4,6,79,1
Mouse4,6,82,0
Mouse4,6,83,1
Mouse4,6,85,0
Mouse4,6,86,1
Mouse4,6,88,1
Mouse4,6,89,0
Mouse4,6,91,0
Mouse4,6,93,0
Mouse4,6,96,0
Mouse4,6,97,1
Mouse4,6,99,0
Mouse4,6,102,1
Mouse4,6,104,1
Mouse4,6,106,1
Mouse4,6,107,1
Mouse4,6,110,1
Mouse4,6,111,1
Mouse4,6,114,1
Mouse4,6,117,1
Mouse4,6,118,1
Mouse4,6,121,0
Mouse4,7,3,0
Mouse4,7,5,0
Mouse4,7,6,1
Mouse4,7,9,1
Mouse4,7,10,1
Mouse4,7,13,1
Mouse4,7,16,1
Mouse4,7,19,1
Mouse4,7,20,1
Mouse4,7,23,1
Mouse4,7,24,1
Mouse4,7,26,1
Mouse4,7,27,0
Mouse4,7,30,1
Mouse4,7,31,1
Mouse4,7,34,1
Mouse4,7,35,1
Mouse4,7,38,1
Mouse4,7,40,1
Mouse4,7,41,1
Mouse4,7,44,1
Mouse4,7,45,1
Mouse4,7,47,1
Mouse4,7,48,1
Mouse4,7,51,0
Mouse4,7,54,0
Mouse4,7,55,1
Mouse4,7,57,0
Mouse4,7,59,0
Mouse4,7,61,0
Mouse4,7,62,1
Mouse4,7,65,1
Mouse4,7,66,1
Mouse4,7,68,1
Mouse4,7,69,1
Mouse4,7,72,1
Mouse4,7,73,1
Mouse4,7,76,0
Mouse4,7,79,1
Mouse4,7,80,1
Mouse4,7,82,1
Mouse4,7,84,0
Mouse4,7,85,1
Mouse4,7,88,1
Mouse4,7,89,0
Mouse4,7,92,1
Mouse4,7,93,0
Mouse4,7,95,0
Mouse4,7,98,1
Mouse4,7,99,1
Mouse4,7,101,1
Mouse4,7,103,1
Mouse4,7,104,1
Mouse4,7,107,1
Mouse4,7,110,0
Mouse4,7,111,1
Mouse4,8,2,1
Mouse4,8,4,1
Mouse4,8,5,0
Mouse4,8,7,1
Mouse4,8,10,0
Mouse4,8,12,1
Mouse4,8,14,0
Mouse4,8,16,0
Mouse4,8,19,1
Mouse4,8,21,1
Mouse4,8,22,0
Mouse4,8,25,1
Mouse4,8,26,1
Mouse4,8,29,0
Mouse4,8,30,1
Mouse4,8,32,0
Mouse4,8,35,0
Mouse4,8,38,1
Mouse4,8,39,1
Mouse4,8,42,0
Mouse4,8,43,0
Mouse4,8,46,0
Mouse4,8,47,0
Mouse4,8,49,1
Mouse4,8,50,1
Mouse4,8,52,1
Mouse4,8,54,1
Mouse4,8,57,1
Mouse4,8,59,1
Mouse4,8,60,0
Mouse4,8,63,1
Mouse4,8,64,1
Mouse4,8,66,0
Mouse4,8,69,0
Mouse4,8,72,0
Mouse4,8,75,0
Mouse4,8,76,1
Mouse4,8,78,0
Mouse4,8,80,0
Mouse4,8,81,1
Mouse4,8,84,1
Mouse4,8,85,1
Mouse4,8,88,1
Mouse4,8,91,1
Mouse4,8,92,1
Mouse4,8,94,1
Mouse4,8,95,0
Mouse4,8,97,1
Mouse4,8,98,0
Mouse4,8,100,0
Mouse4,8,101,1
Mouse4,8,104,0
Mouse4,8,105,1
Mouse4,8,108,0
Mouse4,8,111,1
Mouse4,8,112,0
Mouse4,8,114,1
Mouse4,8,115,1
Mouse4,8,117,0
