mouse,session,trial,result
Mouse2,5,34,0
Mouse2,5,35,0
Mouse2,5,36,1
Mouse2,5,37,1
Mouse2,5,38,1
Mouse2,5,39,1
Mouse2,5,40,1
Mouse2,5,41,1
Mouse2,5,42,0
Mouse2,5,43,1
Mouse2,5,44,1
Mouse2,5,45,1
Mouse2,5,46,0
Mouse2,5,47,0
Mouse2,5,48,1
Mouse2,5,49,1
Mouse2,5,50,1
Mouse2,5,51,1
Mouse2,5,52,1
Mouse2,5,53,1
Mouse2,5,54,1
Mouse2,5,55,1
Mouse2,5,56,0
Mouse2,5,57,1
Mouse2,5,58,0
Mouse2,5,59,1
Mouse2,5,60,1
Mouse2,5,61,0
Mouse2,5,62,1
Mouse2,5,63,0
Mouse2,5,64,1
Mouse2,5,65,0
Mouse2,5,66,1
Mouse2,5,67,1
Mouse2,5,68,0
Mouse2,5,69,1
Mouse2,5,70,1
Mouse2,5,71,1
Mouse2,5,72,0
Mouse2,5,73,1
Mouse2,5,74,1
Mouse2,5,75,1
Mouse2,5,76,1
Mouse2,5,77,1
Mouse2,5,78,0
Mouse2,5,79,0
Mouse2,5,80,1
Mouse2,5,81,0
Mouse2,5,82,1
Mouse2,5,83,0
Mouse2,5,84,1
Mouse2,5,85,1
Mouse2,5,86,1
Mouse2,5,87,1
Mouse2,5,88,0
Mouse2,5,89,1
Mouse2,5,90,1
Mouse2,5,91,0
Mouse2,5,92,1
Mouse2,5,93,1
Mouse2,5,94,1
Mouse2,5,95,0
Mouse2,5,96,0
Mouse2,5,97,0
Mouse2,5,98,0
Mouse2,5,99,0
Mouse2,5,100,0
Mouse2,5,101,0
Mouse2,5,102,1
Mouse2,5,103,1
Mouse2,5,104,1
Mouse2,5,105,0
Mouse2,5,106,1
Mouse2,5,107,0
Mouse2,5,108,1
Mouse2,5,109,1
Mouse2,5,110,1
Mouse2,5,111,0
Mouse2,5,112,1
Mouse2,5,113,0
Mouse2,5,114,0
Mouse2,5,115,1
Mouse2,5,116,1
Mouse2,5,117,1
Mouse3,1,1,1
Mouse3,1,2,0
Mouse3,1,3,1
Mouse3,1,4,0
Mouse3,1,5,1
Mouse3,1,6,1
Mouse3,1,7,1
Mouse3,1,8,0
Mouse3,1,9,1
Mouse3,1,10,0
Mouse3,1,11,0
Mouse3,1,12,0
Mouse3,1,13,1
Mouse3,1,14,0
Mouse3,1,15,1
Mouse3,1,16,0
Mouse3,1,17,1
Mouse3,1,18,0
Mouse3,1,19,0
Mouse3,1,20,1
Mouse3,1,21,0
Mouse3,1,22,0
Mouse3,1,23,1
Mouse3,1,24,0
Mouse3,1,25,1
Mouse3,1,26,1
Mouse3,1,27,0
Mouse3,1,28,0
Mouse3,1,29,0
Mouse3,1,30,0
Mouse3,1,31,0
Mouse3,1,32,0
Mouse3,1,33,0
Mouse3,1,34,1
Mouse3,1,35,0
Mouse3,1,36,0
Mouse3,1,37,1
Mouse3,1,38,1
Mouse3,1,39,1
Mouse3,1,40,1
Mouse3,1,41,1
Mouse3,1,42,0
Mouse3,1,43,1
Mouse3,1,44,1
Mouse3,1,45,1
Mouse3,1,46,1
Mouse3,1,47,1
Mouse3,1,48,0
Mouse3,1,49,1
Mouse3,1,50,1
Mouse3,1,51,1
Mouse3,1,52,1
Mouse3,1,53,1
Mouse3,1,54,0
Mouse3,1,55,0
Mouse3,1,56,1
Mouse3,1,57,1
Mouse3,1,58,1
Mouse3,1,59,1
Mouse3,1,60,0
Mouse3,1,61,0
Mouse3,1,62,0
Mouse3,1,63,1
Mouse3,1,64,1
Mouse3,1,65,1
Mouse3,1,66,1
Mouse3,1,67,0
Mouse3,1,68,1
Mouse3,1,69,1
Mouse3,1,70,0
Mouse3,1,71,1
Mouse3,1,72,1
Mouse3,1,73,0
Mouse3,1,74,0
Mouse3,1,75,1
Mouse3,1,76,0
Mouse3,1,77,0
Mouse3,1,78,0
Mouse3,1,79,0
Mouse3,1,80,1
Mouse3,1,81,1
Mouse3,1,82,1
Mouse3,1,83,1
Mouse3,1,84,1
Mouse3,1,85,1
Mouse3,1,86,1
Mouse3,1,87,0
Mouse3,1,88,1
Mouse3,1,89,1
Mouse3,1,90,0
Mouse3,1,91,1
Mouse3,1,92,0
Mouse3,1,93,1
Mouse3,1,94,0
Mouse3,1,95,1
Mouse3,1,96,0
Mouse3,1,97,1
Mouse3,1,98,1
Mouse3,1,99,0
Mouse3,1,100,1
Mouse3,1,101,0
Mouse3,1,102,1
Mouse3,1,103,0
Mouse3,1,104,1
Mouse3,1,105,0
Mouse3,1,106,1
Mouse3,1,107,1
Mouse3,1,108,1
Mouse3,1,109,0
Mouse3,1,110,1
Mouse3,1,111,1
Mouse3,1,112,0
Mouse3,1,113,0
Mouse3,1,114,0
Mouse3,1,115,0
Mouse3,1,116,0
Mouse3,1,117,0
Mouse3,1,118,0
Mouse3,1,119,1
Mouse3,1,120,0
Mouse3,1,121,0
Mouse3,1,122,0
Mouse3,1,123,0
Mouse3,1,124,1
Mouse3,1,125,1
Mouse3,1,126,1
Mouse3,1,127,0
Mouse3,1,128,1
Mouse3,1,129,1
Mouse3,1,130,0
Mouse3,1,131,0
Mouse3,1,132,1
Mouse3,1,133,1
Mouse3,1,134,0
Mouse3,1,135,1
Mouse3,1,136,1
Mouse3,1,137,0
Mouse3,1,138,1
Mouse3,1,139,0
Mouse3,1,140,0
Mouse3,1,141,0
Mouse3,1,142,0
Mouse3,1,143,1
Mouse3,1,144,0
Mouse3,1,145,0
Mouse3,1,146,0
Mouse3,1,147,0
Mouse3,1,148,1
Mouse3,1,149,1
Mouse3,1,150,0
Mouse3,1,151,0
Mouse3,1,152,1
Mouse3,1,153,0
Mouse3,1,154,0
Mouse3,1,155,1
Mouse3,2,1,1
Mouse3,2,2,0
Mouse3,2,3,1
Mouse3,2,4,1
Mouse3,2,5,1
Mouse3,2,6,1
Mouse3,2,7,1
Mouse3,2,8,0
Mouse3,2,9,0
Mouse3,2,10,1
Mouse3,2,11,0
Mouse3,2,12,1
Mouse3,2,13,1
Mouse3,2,14,0
Mouse3,2,15,1
Mouse3,2,16,0
Mouse3,2,17,1
Mouse3,2,18,1
Mouse3,2,19,1
Mouse3,2,20,1
Mouse3,2,21,1
Mouse3,2,22,0
Mouse3,2,23,1
Mouse3,2,24,0
Mouse3,2,25,0
Mouse3,2,26,0
Mouse3,2,27,1
Mouse3,2,28,1
Mouse3,2,29,0
Mouse3,2,30,1
Mouse3,2,31,1
Mouse3,2,32,0
Mouse3,2,33,0
Mouse3,2,34,0
Mouse3,2,35,1
Mouse3,2,36,0
Mouse3,2,37,1
Mouse3,2,38,1
Mouse3,2,39,1
Mouse3,2,40,1
Mouse3,2,41,0
Mouse3,2,42,1
Mouse3,2,43,1
Mouse3,2,44,0
Mouse3,2,45,0
Mouse3,2,46,0
Mouse3,2,47,1
Mouse3,2,48,1
Mouse3,2,49,1
Mouse3,2,50,0
Mouse3,2,51,1
Mouse3,2,52,0
Mouse3,2,53,1
Mouse3,2,54,0
Mouse3,2,55,1
Mouse3,2,56,0
Mouse3,2,57,1
Mouse3,2,58,0
Mouse3,2,59,1
Mouse3,2,60,0
Mouse3,2,61,1
Mouse3,2,62,1
Mouse3,2,63,1
Mouse3,2,64,1
Mouse3,2,65,0
Mouse3,2,66,1
Mouse3,2,67,0
Mouse3,2,68,1
Mouse3,2,69,0
Mouse3,2,70,0
Mouse3,2,71,1
Mouse3,2,72,0
Mouse3,2,73,1
Mouse3,2,74,1
Mouse3,2,75,1
Mouse3,2,76,0
Mouse3,2,77,1
Mouse3,2,78,0
Mouse3,2,79,1
Mouse3,2,80,0
Mouse3,2,81,0
Mouse3,2,82,0
Mouse3,2,83,0
Mouse3,2,84,1
Mouse3,2,85,1
Mouse3,2,86,1
Mouse3,2,87,0
Mouse3,2,88,0
Mouse3,2,89,1
Mouse3,2,90,1
Mouse3,2,91,0
Mouse3,2,92,1
Mouse3,2,93,0
Mouse3,2,94,0
Mouse3,2,95,1
Mouse3,2,96,1
Mouse3,2,97,1
Mouse3,2,98,0
Mouse3,2,99,0
Mouse3,2,100,0
Mouse3,2,101,1
Mouse3,2,102,1
Mouse3,2,103,0
Mouse3,2,104,1
Mouse3,2,105,1
Mouse3,2,106,1
Mouse3,2,107,0
Mouse3,2,108,1
Mouse3,2,109,1
Mouse3,2,110,1
Mouse3,2,111,0
Mouse3,2,112,0
Mouse3,2,113,0
Mouse3,2,114,1
Mouse3,2,115,1
Mouse3,2,116,0
Mouse3,2,117,0
Mouse3,2,118,1
Mouse3,2,119,1
Mouse3,2,120,1
Mouse3,2,121,0
Mouse3,2,122,0
Mouse3,2,123,1
Mouse3,2,124,1
Mouse3,2,125,1
Mouse3,2,126,0
Mouse3,2,127,1
Mouse3,2,128,0
Mouse3,2,129,1
Mouse3,2,130,1
Mouse3,2,131,1
Mouse3,2,132,1
Mouse3,2,133,1
Mouse3,2,134,0
Mouse3,2,135,1
Mouse3,2,136,0
Mouse3,2,137,1
Mouse3,3,1,1
Mouse3,3,2,0
Mouse3,3,3,0
Mouse3,3,4,1
Mouse3,3,5,1
Mouse3,3,6,1
Mouse3,3,7,1
Mouse3,3,8,1
Mouse3,3,9,0
Mouse3,3,10,0
Mouse3,3,11,1
Mouse3,3,12,1
Mouse3,3,13,1
Mouse3,3,14,1
Mouse3,3,15,1
Mouse3,3,16,0
Mouse3,3,17,1
Mouse3,3,18,1
Mouse3,3,19,0
Mouse3,3,20,0
Mouse3,3,21,1
Mouse3,3,22,0
Mouse3,3,23,1
Mouse3,3,24,0
Mouse3,3,25,0
Mouse3,3,26,0
Mouse3,3,27,1
Mouse3,3,28,0
Mouse3,3,29,1
Mouse3,3,30,0
Mouse3,3,31,0
Mouse3,3,32,0
Mouse3,3,33,0
Mouse3,3,34,1
Mouse3,3,35,0
Mouse3,3,36,1
Mouse3,3,37,0
Mouse3,3,38,1
Mouse3,3,39,1
Mouse3,3,40,1
Mouse3,3,41,0
Mouse3,3,42,1
Mouse3,3,43,0
Mouse3,3,44,1
Mouse3,3,45,1
Mouse3,3,46,1
Mouse3,3,47,1
Mouse3,3,48,0
Mouse3,3,49,0
Mouse3,3,50,1
Mouse3,3,51,1
Mouse3,3,52,0
Mouse3,3,53,0
Mouse3,3,54,1
Mouse3,3,55,1
Mouse3,3,56,1
Mouse3,3,57,1
Mouse3,3,58,1
Mouse3,3,59,1
Mouse3,3,60,1
Mouse3,3,61,1
Mouse3,3,62,1
Mouse3,3,63,0
Mouse3,3,64,1
Mouse3,3,65,1
Mouse3,3,66,1
Mouse3,3,67,0
Mouse3,3,68,1
Mouse3,3,69,1
Mouse3,3,70,0
Mouse3,3,71,1
Mouse3,3,72,1
Mouse3,3,73,0
Mouse3,3,74,1
Mouse3,3,75,0
Mouse3,3,76,1
Mouse3,3,77,1
Mouse3,3,78,1
Mouse3,3,79,0
Mouse3,3,80,1
Mouse3,3,81,1
Mouse3,3,82,0
Mouse3,3,83,1
Mouse3,3,84,0
Mouse3,3,85,0
Mouse3,3,86,1
Mouse3,3,87,1
Mouse3,3,88,1
Mouse3,3,89,1
Mouse3,3,90,1
Mouse3,3,91,0
Mouse3,3,92,1
Mouse3,3,93,0
Mouse3,3,94,1
Mouse3,3,95,0
Mouse3,3,96,1
Mouse3,3,97,0
Mouse3,3,98,1
Mouse3,3,99,0
Mouse3,3,100,1
Mouse3,3,101,0
Mouse3,3,102,1
Mouse3,3,103,0
Mouse3,3,104,1
Mouse3,3,105,1
Mouse3,3,106,1
Mouse3,3,107,0
Mouse3,3,108,1
Mouse3,3,109,1
Mouse3,3,110,1
Mouse3,3,111,0
Mouse3,3,112,1
Mouse3,3,113,1
Mouse3,3,114,1
Mouse3,3,115,1
Mouse3,3,116,0
Mouse3,3,117,0
Mouse3,3,118,1
Mouse3,3,119,1
Mouse3,3,120,1
Mouse3,3,121,1
Mouse3,3,122,0
Mouse3,3,123,1
Mouse3,3,124,0
Mouse3,3,125,0
Mouse3,3,126,1
Mouse3,3,127,1
Mouse3,4,1,1
Mouse3,4,2,1
Mouse3,4,3,1
Mouse3,4,4,0
Mouse3,4,5,1
Mouse3,4,6,1
Mouse3,4,7,1
Mouse3,4,8,1
Mouse3,4,9,1
Mouse3,4,10,1
Mouse3,4,11,1
Mouse3,4,12,0
Mouse3,4,13,1
Mouse3,4,14,1
Mouse3,4,15,1
Mouse3,4,16,1
Mouse3,4,17,0
Mouse3,4,18,0
Mouse3,4,19,0
Mouse3,4,20,1
Mouse3,4,21,1
Mouse3,4,22,1
Mouse3,4,23,1
Mouse3,4,24,1
Mouse3,4,25,1
Mouse3,4,26,1
Mouse3,4,27,1
Mouse3,4,28,1
Mouse3,4,29,1
Mouse3,4,30,0
Mouse3,4,31,1
Mouse3,4,32,0
Mouse3,4,33,1
Mouse3,4,34,0
Mouse3,4,35,0
Mouse3,4,36,0
Mouse3,4,37,1
Mouse3,4,38,1
Mouse3,4,39,1
Mouse3,4,40,1
Mouse3,4,41,0
Mouse3,4,42,0
Mouse3,4,43,1
Mouse3,4,44,1
Mouse3,4,45,1
Mouse3,4,46,0
Mouse3,4,47,1
Mouse3,4,48,0
Mouse3,4,49,0
Mouse3,4,50,1
Mouse3,4,51,1
Mouse3,4,52,1
Mouse3,4,53,1
Mouse3,4,54,1
Mouse3,4,55,1
Mouse3,4,56,1
Mouse3,4,57,0
Mouse3,4,58,0
Mouse3,4,59,1
Mouse3,4,60,1
Mouse3,4,61,1
Mouse3,4,62,1
Mouse3,4,63,1
Mouse3,4,64,1
Mouse3,4,65,0
Mouse3,4,66,1
Mouse3,4,67,1
Mouse3,4,68,1
Mouse3,4,69,1
Mouse3,4,70,0
Mouse3,4,71,1
Mouse3,4,72,0
Mouse3,4,73,1
Mouse3,4,74,1
Mouse3,4,75,1
Mouse3,4,76,1
Mouse3,4,77,1
Mouse3,4,78,1
Mouse3,4,79,1
Mouse3,4,80,1
Mouse3,4,81,1
Mouse3,4,82,1
Mouse3,4,83,0
Mouse3,4,84,1
Mouse3,4,85,0
Mouse3,4,86,1
Mouse3,4,87,1
Mouse3,4,88,1
Mouse3,4,89,1
Mouse3,4,90,1
Mouse3,4,91,0
Mouse3,4,92,1
Mouse3,4,93,0
Mouse3,4,94,0
Mouse3,4,95,1
Mouse3,4,96,1
Mouse3,4,97,1
Mouse3,4,98,1
Mouse3,4,99,1
Mouse3,4,100,1
Mouse3,4,101,0
Mouse3,4,102,1
Mouse3,4,103,1
Mouse3,4,104,1
Mouse3,4,105,1
Mouse3,4,106,0
Mouse3,4,107,1
Mouse3,5,1,0
Mouse3,5,2,1
Mouse3,5,3,1
Mouse3,5,4,1
Mouse3,5,5,1
Mouse3,5,6,1
Mouse3,5,7,1
Mouse3,5,8,0
Mouse3,5,9,1
Mouse3,5,10,1
Mouse3,5,11,0
Mouse3,5,12,1
Mouse3,5,13,1
Mouse3,5,14,1
Mouse3,5,15,1
Mouse3,5,16,1
Mouse3,5,17,1
Mouse3,5,18,1
Mouse3,5,19,1
Mouse3,5,20,1
Mouse3,5,21,0
Mouse3,5,22,1
Mouse3,5,23,1
Mouse3,5,24,1
Mouse3,5,25,1
Mouse3,5,26,1
Mouse3,5,27,1
Mouse3,5,28,0
Mouse3,5,29,1
Mouse3,5,30,1
Mouse3,5,31,1
Mouse3,5,32,0
Mouse3,5,33,1
Mouse3,5,34,1
Mouse3,5,35,1
Mouse3,5,36,0
Mouse3,5,37,1
Mouse3,5,38,1
Mouse3,5,39,1
Mouse3,5,40,1
Mouse3,5,41,1
Mouse3,5,42,1
Mouse3,5,43,1
Mouse3,5,44,0
Mouse3,5,45,0
Mouse3,5,46,0
Mouse3,5,47,1
Mouse3,5,48,0
Mouse3,5,49,1
Mouse3,5,50,1
Mouse3,5,51,1
Mouse3,5,52,1
Mouse3,5,53,0
Mouse3,5,54,1
Mouse3,5,55,1
Mouse3,5,56,1
Mouse3,5,57,1
Mouse3,5,58,1
Mouse3,5,59,1
Mouse3,5,60,0
Mouse3,5,61,1
Mouse3,5,62,0
Mouse3,5,63,0
Mouse3,5,64,1
Mouse3,5,65,1
Mouse3,5,66,1
Mouse3,5,67,0
Mouse3,5,68,1
Mouse3,5,69,0
Mouse3,5,70,1
Mouse3,5,71,1
Mouse3,5,72,1
Mouse3,5,73,1
Mouse3,5,74,1
Mouse3,5,75,0
Mouse3,5,76,1
Mouse3,5,77,1
Mouse3,5,78,1
Mouse3,5,79,0
Mouse3,5,80,0
Mouse3,5,81,0
Mouse3,5,82,1
Mouse3,5,83,1
Mouse3,5,84,1
Mouse3,5,85,1
Mouse3,5,86,1
Mouse3,5,87,1
Mouse3,5,88,0
Mouse3,5,89,1
Mouse3,5,90,1
Mouse3,5,91,1
Mouse3,5,92,1
Mouse3,5,93,1
Mouse3,5,94,0
Mouse3,5,95,1
Mouse3,5,96,1
Mouse3,5,97,1
Mouse3,5,98,1
Mouse3,5,99,1
Mouse3,5,100,1
Mouse3,5,101,1
Mouse3,5,102,1
Mouse3,5,103,1
Mouse4,1,1,0
Mouse4,1,2,0
Mouse4,1,3,1
Mouse4,1,4,1
Mouse4,1,5,0
Mouse4,1,6,1
Mouse4,1,7,0
Mouse4,1,8,1
Mouse4,1,9,0
Mouse4,1,10,0
Mouse4,1,11,0
Mouse4,1,12,0
Mouse4,1,13,0
Mouse4,1,14,1
Mouse4,1,15,1
Mouse4,1,16,1
Mouse4,1,17,1
Mouse4,1,18,0
Mouse4,1,19,1
Mouse4,1,20,0
Mouse4,1,21,1
Mouse4,1,22,0
Mouse4,1,23,0
Mouse4,1,24,1
Mouse4,1,25,0
Mouse4,1,26,1
Mouse4,1,27,1
Mouse4,1,28,0
Mouse4,1,29,0
Mouse4,1,30,1
Mouse4,1,31,1
Mouse4,1,32,0
Mouse4,1,33,0
Mouse4,1,34,1
Mouse4,1,35,0
Mouse4,1,36,0
Mouse4,1,37,0
Mouse4,1,38,1
Mouse4,1,39,0
Mouse4,1,40,0
Mouse4,1,41,0
Mouse4,1,42,0
Mouse4,1,43,0
Mouse4,1,44,0
Mouse4,1,45,1
Mouse4,1,46,1
Mouse4,1,47,1
Mouse4,1,48,1
Mouse4,1,49,0
Mouse4,1,50,1
Mouse4,1,51,1
Mouse4,1,52,1
Mouse4,1,53,1
Mouse4,1,54,1
Mouse4,1,55,1
Mouse4,1,56,0
Mouse4,1,57,1
Mouse4,1,58,1
Mouse4,1,59,1
Mouse4,1,60,0
Mouse4,1,61,0
Mouse4,1,62,0
Mouse4,1,63,1
Mouse4,1,64,0
Mouse4,1,65,0
Mouse4,1,66,1
Mouse4,1,67,0
Mouse4,1,68,0
Mouse4,1,69,1
Mouse4,1,70,1
Mouse4,1,71,0
Mouse4,1,72,1
Mouse4,1,73,1
Mouse4,1,74,1
Mouse4,1,75,0
Mouse4,1,76,1
Mouse4,1,77,0
Mouse4,1,78,1
Mouse4,1,79,1
Mouse4,1,80,1
Mouse4,1,81,0
Mouse4,1,82,1
Mouse4,1,83,1
Mouse4,1,84,1
Mouse4,1,85,0
Mouse4,1,86,0
Mouse4,1,87,1
Mouse4,1,88,0
Mouse4,1,89,1
Mouse4,1,90,1
Mouse4,1,91,1
Mouse4,1,92,1
Mouse4,1,93,1
Mouse4,1,94,1
Mouse4,1,95,1
Mouse4,1,96,1
Mouse4,1,97,1
Mouse4,1,98,1
Mouse4,1,99,0
Mouse4,1,100,1
Mouse4,1,101,0
Mouse4,1,102,1
Mouse4,1,103,1
Mouse4,1,104,1
Mouse4,1,105,0
Mouse4,1,106,0
Mouse4,1,107,1
Mouse4,1,108,1
Mouse4,1,109,1
Mouse4,1,110,1
Mouse4,1,111,0
Mouse4,1,112,0
Mouse4,1,113,0
Mouse4,1,114,1
Mouse4,1,115,1
Mouse4,1,116,1
Mouse4,1,117,1
Mouse4,1,118,1
Mouse4,1,119,0
Mouse4,1,120,0
Mouse4,1,121,1
Mouse4,1,122,1
Mouse4,1,123,0
Mouse4,1,124,1
Mouse4,1,125,0
Mouse4,1,126,1
Mouse4,1,127,1
Mouse4,1,128,1
Mouse4,1,129,0
Mouse4,1,130,1
Mouse4,1,131,1
Mouse4,1,132,1
Mouse4,1,133,1
Mouse4,1,134,1
Mouse4,1,135,1
Mouse4,2,1,0
Mouse4,2,2,1
Mouse4,2,3,1
Mouse4,2,4,1
Mouse4,2,5,1
Mouse4,2,6,1
Mouse4,2,7,1
Mouse4,2,8,1
Mouse4,2,9,0
Mouse4,2,10,0
Mouse4,2,11,1
Mouse4,2,12,0
Mouse4,2,13,0
Mouse4,2,14,0
Mouse4,2,15,0
Mouse4,2,16,1
Mouse4,2,17,1
Mouse4,2,18,0
Mouse4,2,19,1
Mouse4,2,20,1
Mouse4,2,21,1
Mouse4,2,22,1
Mouse4,2,23,0
Mouse4,2,24,1
Mouse4,2,25,1
Mouse4,2,26,0
Mouse4,2,27,1
Mouse4,2,28,0
Mouse4,2,29,1
Mouse4,2,30,1
Mouse4,2,31,1
Mouse4,2,32,1
Mouse4,2,33,0
Mouse4,2,34,0
Mouse4,2,35,1
Mouse4,2,36,0
Mouse4,2,37,1
Mouse4,2,38,1
Mouse4,2,39,0
Mouse4,2,40,1
Mouse4,2,41,0
Mouse4,2,42,0
Mouse4,2,43,1
Mouse4,2,44,0
Mouse4,2,45,0
Mouse4,2,46,1
Mouse4,2,47,1
Mouse4,2,48,0
Mouse4,2,49,0
Mouse4,2,50,1
Mouse4,2,51,1
Mouse4,2,52,1
Mouse4,2,53,1
Mouse4,2,54,0
Mouse4,2,55,1
Mouse4,2,56,1
Mouse4,2,57,1
Mouse4,2,58,0
Mouse4,2,59,1
Mouse4,2,60,1
Mouse4,2,61,1
Mouse4,2,62,1
Mouse4,2,63,1
Mouse4,2,64,0
Mouse4,2,65,1
Mouse4,2,66,1
Mouse4,2,67,1
Mouse4,2,68,1
Mouse4,2,69,1
Mouse4,2,70,1
Mouse4,2,71,0
Mouse4,2,72,1
Mouse4,2,73,0
Mouse4,2,74,1
Mouse4,2,75,1
Mouse4,2,76,1
Mouse4,2,77,0
Mouse4,2,78,1
Mouse4,2,79,1
Mouse4,2,80,0
Mouse4,2,81,1
Mouse4,2,82,0
Mouse4,2,83,1
Mouse4,2,84,1
Mouse4,2,85,0
Mouse4,2,86,1
Mouse4,2,87,1
Mouse4,2,88,1
Mouse4,2,89,0
Mouse4,2,90,1
Mouse4,2,91,0
Mouse4,2,92,1
Mouse4,2,93,1
Mouse4,2,94,0
Mouse4,2,95,1
Mouse4,2,96,1
Mouse4,2,97,1
Mouse4,2,98,0
Mouse4,2,99,0
Mouse4,2,100,0
Mouse4,2,101,1
Mouse4,2,102,1
Mouse4,2,103,0
Mouse4,2,104,1
Mouse4,2,105,1
Mouse4,2,106,1
Mouse4,2,107,1
Mouse4,2,108,1
Mouse4,2,109,0
Mouse4,2,110,1
Mouse4,2,111,0
Mouse4,2,112,1
Mouse4,2,113,1
Mouse4,2,114,0
Mouse4,2,115,1
Mouse4,2,116,1
Mouse4,2,117,0
Mouse4,2,118,1
Mouse4,2,119,1
Mouse4,2,120,1
Mouse4,2,121,1
Mouse4,3,1,0
Mouse4,3,2,1
Mouse4,3,3,1
Mouse4,3,4,1
Mouse4,3,5,1
Mouse4,3,6,0
Mouse4,3,7,0
Mouse4,3,8,0
Mouse4,3,9,1
Mouse4,3,10,1
Mouse4,3,11,1
Mouse4,3,12,1
Mouse4,3,13,0
Mouse4,3,14,1
Mouse4,3,15,1
Mouse4,3,16,1
Mouse4,3,17,1
Mouse4,3,18,1
Mouse4,3,19,1
Mouse4,3,20,1
Mouse4,3,21,1
Mouse4,3,22,1
Mouse4,3,23,1
Mouse4,3,24,0
Mouse4,3,25,0
Mouse4,3,26,1
Mouse4,3,27,1
Mouse4,3,28,1
Mouse4,3,29,0
Mouse4,3,30,1
Mouse4,3,31,1
Mouse4,3,32,1
Mouse4,3,33,0
Mouse4,3,34,1
Mouse4,3,35,1
Mouse4,3,36,1
Mouse4,3,37,1
Mouse4,3,38,1
Mouse4,3,39,0
Mouse4,3,40,1
Mouse4,3,41,1
Mouse4,3,42,1
Mouse4,3,43,1
Mouse4,3,44,1
Mouse4,3,45,1
Mouse4,3,46,1
Mouse4,3,47,1
Mouse4,3,48,1
Mouse4,3,49,1
Mouse4,3,50,1
Mouse4,3,51,1
Mouse4,3,52,1
Mouse4,3,53,1
Mouse4,3,54,0
Mouse4,3,55,1
Mouse4,3,56,0
Mouse4,3,57,0
Mouse4,3,58,1
Mouse4,3,59,1
Mouse4,3,60,0
Mouse4,3,61,0
Mouse4,3,62,1
Mouse4,3,63,1
Mouse4,3,64,0
Mouse4,3,65,1
Mouse4,3,66,1
Mouse4,3,67,1
Mouse4,3,68,1
Mouse4,3,69,0
Mouse4,3,70,1
Mouse4,3,71,1
Mouse4,3,72,1
Mouse4,3,73,1
Mouse4,3,74,1
Mouse4,3,75,1
Mouse4,3,76,1
Mouse4,3,77,1
Mouse4,3,78,0
Mouse4,3,79,1
Mouse4,3,80,1
Mouse4,3,81,1
Mouse4,3,82,1
Mouse4,3,83,1
Mouse4,3,84,1
Mouse4,3,85,0
Mouse4,3,86,0
Mouse4,3,87,1
Mouse4,3,88,1
Mouse4,3,89,1
Mouse4,3,90,1
Mouse4,3,91,1
Mouse4,3,92,1
Mouse4,3,93,1
Mouse4,3,94,1
Mouse4,3,95,0
Mouse4,3,96,1
Mouse4,3,97,0
Mouse4,3,98,1
Mouse4,3,99,1
Mouse4,3,100,0
Mouse4,3,101,1
Mouse4,3,102,1
Mouse4,3,103,1
Mouse4,4,1,1
Mouse4,4,2,1
Mouse4,4,3,1
Mouse4,4,4,1
Mouse4,4,5,1
Mouse4,4,6,1
Mouse4,4,7,1
Mouse4,4,8,1
Mouse4,4,9,0
Mouse4,4,10,1
Mouse4,4,11,1
Mouse4,4,12,1
Mouse4,4,13,0
Mouse4,4,14,1
Mouse4,4,15,1
Mouse4,4,16,0
Mouse4,4,17,1
Mouse4,4,18,1
Mouse4,4,19,1
Mouse4,4,20,1
Mouse4,4,21,1
Mouse4,4,22,1
Mouse4,4,23,1
Mouse4,4,24,1
Mouse4,4,25,0
Mouse4,4,26,0
Mouse4,4,27,1
Mouse4,4,28,1
Mouse4,4,29,1
Mouse4,4,30,1
Mouse4,4,31,1
Mouse4,4,32,1
Mouse4,4,33,1
Mouse4,4,34,0
Mouse4,4,35,1
Mouse4,4,36,1
Mouse4,4,37,1
Mouse4,4,38,0
Mouse4,4,39,0
Mouse4,4,40,1
Mouse4,4,41,1
Mouse4,4,42,1
Mouse4,4,43,0
Mouse4,4,44,0
Mouse4,4,45,1
Mouse4,4,46,1
Mouse4,4,47,1
Mouse4,4,48,1
Mouse4,4,49,0
Mouse4,4,50,1
Mouse4,4,51,1
Mouse4,4,52,1
Mouse4,4,53,1
Mouse4,4,54,1
Mouse4,4,55,1
Mouse4,4,56,1
Mouse4,4,57,1
Mouse4,4,58,0
Mouse4,4,59,0
Mouse4,4,60,1
Mouse4,4,61,1
Mouse4,4,62,1
Mouse4,4,63,1
Mouse4,4,64,1
Mouse4,4,65,0
Mouse4,4,66,1
Mouse4,4,67,1
Mouse4,4,68,0
Mouse4,4,69,1
Mouse4,4,70,1
Mouse4,4,71,1
Mouse4,4,72,1
Mouse4,4,73,0
Mouse4,4,74,1
Mouse4,4,75,0
Mouse4,4,76,1
Mouse4,4,77,1
Mouse4,4,78,1
Mouse4,4,79,1
Mouse4,4,80,1
Mouse4,4,81,0
Mouse4,4,82,1
Mouse4,4,83,1
Mouse4,4,84,1
Mouse4,4,85,1
Mouse4,4,86,1
Mouse4,4,87,0
Mouse4,4,88,0
Mouse4,4,89,1
Mouse4,4,90,0
Mouse4,4,91,1
Mouse4,4,92,1
Mouse4,4,93,1
