1,0,1,2021,5,2,0,0,25.141,,
1,1,1,2021,5,2,0,0,40.667,,
1,2,2,2021,5,2,0,0,43.685,,
1,3,2,2021,5,2,0,1,1.894,5,
1,5,1,2021,5,2,0,1,7.651,5,0
2,0,1,2021,5,2,0,1,42.644,,
2,1,1,2021,5,2,0,7,41.773,,
2,2,2,2021,5,2,0,7,47.862,,
2,3,2,2021,5,2,0,8,6.53,8,
2,4,0,2021,5,2,0,8,9.636,8,1
3,0,0,2021,5,2,0,8,33.564,,
3,1,0,2021,5,2,0,8,43.466,,
3,2,2,2021,5,2,0,8,51.822,,
3,3,2,2021,5,2,0,9,20.583,8,
3,4,1,2021,5,2,0,9,24.244,8,1
4,0,1,2021,5,2,0,9,49.45,,
4,1,1,2021,5,2,0,9,50.339,,
4,2,2,2021,5,2,0,9,54.202,,
4,3,2,2021,5,2,0,10,0.387,5,
4,4,0,2021,5,2,0,10,4.139,5,0
5,0,1,2021,5,2,0,10,28.538,,
5,1,1,2021,5,2,0,10,34.563,,
5,2,2,2021,5,2,0,10,37.171,,
5,3,2,2021,5,2,0,10,47.411,5,
5,5,1,2021,5,2,0,10,52.162,5,0
6,0,0,2021,5,2,0,11,27.128,,
6,1,0,2021,5,2,0,12,15.685,,
6,2,2,2021,5,2,0,12,22.63,,
6,3,2,2021,5,2,0,12,35.264,8,
6,4,1,2021,5,2,0,12,38.629,8,1
7,0,0,2021,5,2,0,13,3.26,,
7,1,0,2021,5,2,0,13,21.79,,
7,2,2,2021,5,2,0,13,25.84,,
7,3,2,2021,5,2,0,13,32.42,5,
7,4,1,2021,5,2,0,13,37.5,5,0
8,0,1,2021,5,2,0,14,2.278,,
8,1,1,2021,5,2,0,14,2.902,,
8,2,2,2021,5,2,0,14,8.796,,
8,3,2,2021,5,2,0,14,16.625,5,
8,5,1,2021,5,2,0,14,20.754,5,0
9,0,1,2021,5,2,0,14,55.731,,
9,1,1,2021,5,2,0,20,23.948,,
9,2,2,2021,5,2,0,20,27.986,,
9,3,2,2021,5,2,0,20,35.935,8,
9,4,0,2021,5,2,0,20,40.75,8,1
10,0,0,2021,5,2,0,21,5.565,,
10,1,0,2021,5,2,0,21,9.162,,
10,2,2,2021,5,2,0,21,11.696,,
10,3,2,2021,5,2,0,21,16.615,5,
10,4,1,2021,5,2,0,21,20.864,5,0
11,0,0,2021,5,2,0,21,44.867,,
11,1,0,2021,5,2,0,22,20.311,,
11,2,2,2021,5,2,0,22,23.433,,
11,3,2,2021,5,2,0,22,34.717,5,
11,5,0,2021,5,2,0,22,42.898,5,0
12,0,1,2021,5,2,0,23,17.863,,
12,1,1,2021,5,2,0,24,54.546,,
12,2,2,2021,5,2,0,25,2.409,,
12,3,2,2021,5,2,0,25,24.749,8,
12,5,1,2021,5,2,0,25,29.265,8,1
13,0,1,2021,5,2,0,26,4.263,,
13,1,1,2021,5,2,1,21,57.62,,
13,2,2,2021,5,2,1,22,2.808,,
13,3,2,2021,5,2,1,22,11.608,8,
13,4,0,2021,5,2,1,22,15.906,8,1
14,0,0,2021,5,2,1,22,40.565,,
14,1,0,2021,5,2,1,22,51.427,,
14,2,2,2021,5,2,1,22,56.919,,
14,3,2,2021,5,2,1,23,8.149,5,
14,4,1,2021,5,2,1,23,12.223,5,0
15,0,0,2021,5,2,1,23,37.65,,
15,1,0,2021,5,2,1,23,43.117,,
15,2,2,2021,5,2,1,23,49.182,,
15,3,2,2021,5,2,1,24,18.361,8,
15,5,0,2021,5,2,1,24,21.8,8,1
16,0,1,2021,5,2,1,24,56.57,,
16,1,1,2021,5,2,1,27,38.94,,
16,2,2,2021,5,2,1,27,46.54,,
16,3,2,2021,5,2,1,27,57.271,5,
16,5,1,2021,5,2,1,28,1.593,5,0
17,0,0,2021,5,2,1,28,36.554,,
17,1,0,2021,5,2,1,30,12.517,,
17,2,2,2021,5,2,1,30,15.528,,
17,3,2,2021,5,2,1,30,23.627,8,
17,4,1,2021,5,2,1,30,27.461,8,1
18,0,1,2021,5,2,1,30,52.869,,
18,1,1,2021,5,2,1,30,54.165,,
18,2,2,2021,5,2,1,30,57.28,,
18,3,2,2021,5,2,1,31,4.563,5,
18,5,1,2021,5,2,1,31,11.204,5,0
19,0,1,2021,5,2,1,31,46.254,,
19,1,1,2021,5,2,1,33,34.209,,
19,2,2,2021,5,2,1,33,37.972,,
19,3,2,2021,5,2,1,33,44.538,5,
19,5,1,2021,5,2,1,33,49.515,5,0
20,0,0,2021,5,2,1,34,24.551,,
20,1,0,2021,5,2,1,35,1.89,,
20,2,2,2021,5,2,1,35,9.521,,
20,3,2,2021,5,2,1,35,17.89,8,
20,4,1,2021,5,2,1,35,23.368,8,1
21,0,1,2021,5,2,1,35,47.721,,
21,1,1,2021,5,2,1,36,36.262,,
21,2,2,2021,5,2,1,36,49.92,,
21,3,2,2021,5,2,1,37,3.445,8,
21,4,0,2021,5,2,1,37,6.525,8,1
22,0,1,2021,5,2,1,37,30.646,,
22,1,1,2021,5,2,1,40,4.572,,
22,2,2,2021,5,2,1,40,7.502,,
22,3,2,2021,5,2,1,40,12.569,5,
22,4,0,2021,5,2,1,40,22.61,5,0
23,0,0,2021,5,2,1,40,54.316,,
23,1,0,2021,5,2,1,47,43.709,,
23,2,2,2021,5,2,1,47,52.243,,
23,3,2,2021,5,2,1,48,8.629,8,
23,5,0,2021,5,2,1,48,13.631,8,1
24,0,1,2021,5,2,1,48,48.634,,
24,1,1,2021,5,2,1,48,55.587,,
24,2,2,2021,5,2,1,48,59.172,,
24,3,2,2021,5,2,1,49,7.945,8,
24,4,0,2021,5,2,1,49,9.981,8,1
25,0,1,2021,5,2,1,49,34.318,,
25,1,1,2021,5,2,1,49,56.267,,
25,2,2,2021,5,2,1,49,59.59,,
25,3,2,2021,5,2,1,50,4.568,5,
25,4,0,2021,5,2,1,50,10.91,5,0
26,0,0,2021,5,2,1,50,35.349,,
26,1,0,2021,5,2,1,50,36.165,,
26,2,2,2021,5,2,1,50,39.622,,
26,3,2,2021,5,2,1,50,44.837,5,
26,4,1,2021,5,2,1,50,48.896,5,0
27,0,0,2021,5,2,1,51,12.951,,
27,1,0,2021,5,2,1,51,39.798,,
27,2,2,2021,5,2,1,51,46.135,,
27,3,2,2021,5,2,1,51,54.241,8,
27,5,0,2021,5,2,1,51,57.45,8,1
28,0,1,2021,5,2,1,52,32.464,,
28,1,1,2021,5,2,1,54,41.63,,
28,2,2,2021,5,2,1,54,45.586,,
28,3,2,2021,5,2,1,54,50.512,5,
28,4,0,2021,5,2,1,55,10.285,5,0
29,0,1,2021,5,2,1,55,35.252,,
29,1,1,2021,5,2,1,55,41.893,,
29,2,2,2021,5,2,1,55,46.697,,
29,3,2,2021,5,2,1,55,51.729,5,
29,4,0,2021,5,2,1,55,57.847,5,0
30,0,0,2021,5,2,1,56,22.269,,
30,1,0,2021,5,2,1,56,41.172,,
30,2,2,2021,5,2,1,56,45.58,,
30,3,2,2021,5,2,1,56,53.58,8,
30,5,0,2021,5,2,1,56,56.458,8,1
31,0,1,2021,5,2,1,57,31.448,,
31,1,1,2021,5,2,1,58,21.856,,
31,2,2,2021,5,2,1,58,27.811,,
31,3,2,2021,5,2,1,58,36.954,5,
31,4,0,2021,5,2,1,58,39.856,5,0
32,0,0,2021,5,2,1,59,4.359,,
32,1,0,2021,5,2,1,59,16.618,,
32,2,2,2021,5,2,1,59,20.106,,
32,3,2,2021,5,2,1,59,28.132,8,
32,4,1,2021,5,2,1,59,31.759,8,1
33,0,0,2021,5,2,1,59,55.745,,
33,1,0,2021,5,2,2,0,5.33,,
33,2,2,2021,5,2,2,0,7.687,,
33,3,2,2021,5,2,2,0,14.93,5,
33,4,1,2021,5,2,2,0,18.167,5,0
34,0,1,2021,5,2,2,0,41.815,,
34,1,1,2021,5,2,2,0,45.563,,
34,2,2,2021,5,2,2,0,50.14,,
34,3,2,2021,5,2,2,0,55,5,
34,4,0,2021,5,2,2,0,58.529,5,0
35,0,1,2021,5,2,2,1,23.58,,
35,1,1,2021,5,2,2,1,32.467,,
35,2,2,2021,5,2,2,1,36.795,,
35,3,2,2021,5,2,2,1,45.156,8,
35,5,1,2021,5,2,2,1,55.533,8,1
36,0,0,2021,5,2,2,2,30.551,,
36,1,0,2021,5,2,2,2,50.336,,
36,2,2,2021,5,2,2,2,53.644,,
36,3,2,2021,5,2,2,3,2.273,8,
36,4,1,2021,5,2,2,3,6.95,8,1
37,0,0,2021,5,2,2,3,29.962,,
37,1,0,2021,5,2,2,3,35.12,,
37,2,2,2021,5,2,2,3,52.913,,
37,3,2,2021,5,2,2,3,58.659,5,
37,4,1,2021,5,2,2,4,2.356,5,0
38,0,1,2021,5,2,2,4,26.253,,
38,1,1,2021,5,2,2,4,29.914,,
38,2,2,2021,5,2,2,4,32.546,,
38,3,2,2021,5,2,2,4,37.632,5,
38,4,0,2021,5,2,2,4,42.157,5,0
39,0,1,2021,5,2,2,5,6.546,,
39,1,1,2021,5,2,2,5,17.534,,
39,2,2,2021,5,2,2,5,19.111,,
39,3,2,2021,5,2,2,5,27.853,8,
39,4,0,2021,5,2,2,5,30.744,8,1
40,0,0,2021,5,2,2,5,54.531,,
40,1,0,2021,5,2,2,6,1.507,,
40,2,2,2021,5,2,2,6,4.156,,
40,3,2,2021,5,2,2,6,10.227,5,
40,4,1,2021,5,2,2,6,14.129,5,0
41,0,1,2021,5,2,2,6,37.757,,
41,1,1,2021,5,2,2,6,46.219,,
41,2,2,2021,5,2,2,6,47.827,,
41,3,2,2021,5,2,2,6,53.171,5,
41,5,1,2021,5,2,2,7,0.561,5,0
42,0,1,2021,5,2,2,7,35.556,,
42,1,1,2021,5,2,2,8,26.929,,
42,2,2,2021,5,2,2,8,32.652,,
42,3,2,2021,5,2,2,8,40.915,8,
42,4,0,2021,5,2,2,8,43.987,8,1
43,0,0,2021,5,2,2,9,8.54,,
43,1,0,2021,5,2,2,9,44.675,,
43,2,2,2021,5,2,2,9,48.352,,
43,3,2,2021,5,2,2,9,53.816,5,
43,4,1,2021,5,2,2,9,57.159,5,0
44,0,1,2021,5,2,2,10,21.229,,
44,1,1,2021,5,2,2,10,45.911,,
44,2,2,2021,5,2,2,10,50.458,,
44,3,2,2021,5,2,2,10,55.458,5,
44,4,0,2021,5,2,2,11,0.269,5,0
45,0,1,2021,5,2,2,11,24.146,,
45,1,1,2021,5,2,2,23,31.318,,
45,2,2,2021,5,2,2,23,34.599,,
45,3,2,2021,5,2,2,23,42.62,8,
