1,1,0,2025,8,21,0,0,36.375
2,1,0,2025,8,21,0,0,48.539
3,1,0,2025,8,21,0,0,59.273
4,1,0,2025,8,21,0,1,9.626
5,0,3,2025,8,21,0,1,18.748
6,0,3,2025,8,21,0,1,30.476
7,1,0,2025,8,21,0,1,44.554
8,1,0,2025,8,21,0,1,56.855
9,1,0,2025,8,21,0,2,8.957
10,1,0,2025,8,21,0,2,18.276
11,1,0,2025,8,21,0,2,29.744
12,1,0,2025,8,21,0,2,40.301
13,0,3,2025,8,21,0,2,49.688
14,0,3,2025,8,21,0,3,0.447
15,1,0,2025,8,21,0,3,13.762
16,1,0,2025,8,21,0,3,31.285
17,1,0,2025,8,21,0,3,46.79
18,1,0,2025,8,21,0,3,57.936
19,1,0,2025,8,21,0,4,7.388
20,1,0,2025,8,21,0,4,15.906
21,1,0,2025,8,21,0,4,26.671
22,0,1,2025,8,21,0,4,38.192
23,0,0,2025,8,21,0,4,48.329
24,1,3,2025,8,21,0,4,59.449
25,0,0,2025,8,21,0,5,18.95
26,0,0,2025,8,21,0,5,33.604
27,0,2,2025,8,21,0,5,46.445
28,1,3,2025,8,21,0,5,57.438
29,0,0,2025,8,21,0,6,11.861
30,1,3,2025,8,21,0,6,22.447
31,0,0,2025,8,21,0,6,35.861
32,1,3,2025,8,21,0,6,48.19
33,1,3,2025,8,21,0,6,59.62
34,1,3,2025,8,21,0,7,11.789
35,1,3,2025,8,21,0,7,22.888
36,1,3,2025,8,21,0,7,31.3
37,0,0,2025,8,21,0,7,40.685
38,1,3,2025,8,21,0,7,57.351
39,0,0,2025,8,21,0,8,8.82
40,0,0,2025,8,21,0,8,18.98
41,1,3,2025,8,21,0,8,28.519
42,1,3,2025,8,21,0,8,44.546
43,0,0,2025,8,21,0,8,59.24
44,1,3,2025,8,21,0,9,9.448
45,1,3,2025,8,21,0,9,22.958
46,1,3,2025,8,21,0,9,31.775
47,1,3,2025,8,21,0,9,45.854
48,1,3,2025,8,21,0,9,56.255
49,0,3,2025,8,21,0,10,5.296
50,0,3,2025,8,21,0,10,17.98
51,0,3,2025,8,21,0,10,34.728
52,0,3,2025,8,21,0,10,48.642
53,1,0,2025,8,21,0,18,27.812
54,1,0,2025,8,21,0,18,37.574
55,1,0,2025,8,21,0,18,46.592
56,1,0,2025,8,21,0,19,0.197
57,0,3,2025,8,21,0,19,10.387
58,1,0,2025,8,21,0,19,42.802
59,0,1,2025,8,21,0,19,58.997
60,1,0,2025,8,21,0,20,10.39
61,1,0,2025,8,21,0,20,23.227
62,1,0,2025,8,21,0,20,31.946
63,1,0,2025,8,21,0,20,41.132
64,1,0,2025,8,21,0,20,53.531
65,1,0,2025,8,21,0,21,2.87
66,0,0,2025,8,21,0,21,11.802
67,1,3,2025,8,21,0,21,24.676
68,1,3,2025,8,21,0,21,36.51
69,1,3,2025,8,21,0,21,45.558
70,1,3,2025,8,21,0,22,4.98
71,0,0,2025,8,21,0,22,15.666
72,0,0,2025,8,21,0,22,26.621
73,1,3,2025,8,21,0,22,41.846
74,0,0,2025,8,21,0,23,7.517
75,0,0,2025,8,21,0,23,44.962
76,0,0,2025,8,21,0,24,6.884
77,0,0,2025,8,21,0,24,35.189
78,0,0,2025,8,21,0,24,51.839
79,1,3,2025,8,21,0,25,7.765
80,0,0,2025,8,21,0,25,32.768
81,0,0,2025,8,21,0,25,43.93
82,1,3,2025,8,21,0,25,54.787
83,0,0,2025,8,21,0,26,7.361
84,0,0,2025,8,21,0,26,18.9
85,0,0,2025,8,21,0,26,30.12
86,0,1,2025,8,21,0,26,40.812
87,0,0,2025,8,21,0,26,52.719
88,0,0,2025,8,21,0,27,8.5
89,1,3,2025,8,21,0,27,22.515
90,0,0,2025,8,21,0,33,28.298
91,1,3,2025,8,21,0,34,0.347
92,1,3,2025,8,21,0,34,13.152
93,0,0,2025,8,21,0,34,21.168
94,0,0,2025,8,21,0,34,58.41
95,1,3,2025,8,21,0,35,9.634
96,1,3,2025,8,21,0,35,21.632
97,1,3,2025,8,21,0,35,30.187
98,1,3,2025,8,21,0,35,41.848
99,0,0,2025,8,21,0,35,51.237
100,0,0,2025,8,21,0,36,4.14
101,1,3,2025,8,21,0,36,14.631
102,1,3,2025,8,21,0,36,24.92
103,0,0,2025,8,21,0,36,34.207
104,1,3,2025,8,21,0,36,44.467
105,1,3,2025,8,21,0,36,59.551
106,1,3,2025,8,21,0,37,11.216
107,1,3,2025,8,21,0,37,22.713
108,1,3,2025,8,21,0,37,40.919
109,0,3,2025,8,21,0,38,48.432
110,0,3,2025,8,21,0,39,2.306
111,1,0,2025,8,21,0,45,17.946
112,1,0,2025,8,21,0,45,35.614
113,1,0,2025,8,21,0,45,48.255
114,1,0,2025,8,21,0,45,58.439
115,1,0,2025,8,21,0,46,12.517
116,1,0,2025,8,21,0,46,25.629
117,1,0,2025,8,21,0,46,37.86
118,1,3,2025,8,21,0,46,52.415
119,1,3,2025,8,21,0,47,3.138
120,1,3,2025,8,21,0,47,13.59
121,1,3,2025,8,21,0,47,26.4
122,0,0,2025,8,21,0,47,36.22
123,1,3,2025,8,21,0,47,47.52
124,0,0,2025,8,21,0,48,1.563
125,0,0,2025,8,21,0,48,16.324
126,0,0,2025,8,21,0,50,1.771
127,0,0,2025,8,21,0,51,12.913
128,0,0,2025,8,21,0,52,0.133
129,0,0,2025,8,21,0,52,10.16
130,0,0,2025,8,21,0,52,52.26
131,0,0,2025,8,21,0,53,2.519
132,0,0,2025,8,21,0,53,13.548
133,1,3,2025,8,21,0,53,27.23
134,1,3,2025,8,21,0,53,55.382
135,0,0,2025,8,21,0,54,38.962
136,0,0,2025,8,21,0,54,56.693
137,0,0,2025,8,21,0,55,7.162
138,0,0,2025,8,21,0,55,21.868
139,1,3,2025,8,21,0,56,2.527
